id,group,pageranks,price,company,date,tag,ser_id,discount,Name,Positive,Negative,Rating,Current,24h Peak,All-Time Peak
602960,9,0.007393,25.49,Daedalic Entertainment,2019,4667,0,0.0,Barotrauma,"1,156",236,0.7931,109,238,"1,703"
603700,13,0.001201,14.99,XGen Studios,2017,6815,0,0.0,The Low Road,92,25,0.7182,1,2,19
610310,6,0.000789,14.99,EvilCoGames,2017,6815,0,0.0,Star Story: The Horizon Escape,126,22,0.7734000000000001,,,
619930,49,0.000789,2.44,Grey Alien Games,2017,4726,0,0.0,Spring Bonus,12,1,0.7319,,,
626610,9,0.000923,39.99,Bigben Interactive,2018,198913,0,1.0,TT Isle of Man,530,227,0.6729,10,44,468
636070,13,0.002539,0.79,Mass Creation,2018,4604,0,0.0,Corridor Z,9,2,0.6676000000000001,,,
636070,13,0.002539,0.79,Mass Creation,2018,4667,0,0.0,Corridor Z,9,2,0.6676000000000001,,,
640820,13,0.004034,39.99,Deep Silver,2018,4345,0,0.0,Pathfinder: Kingmaker,"7,535","2,652",0.7248,"2,230","4,487","22,643"
641080,56,0.000789,24.99,Ubisoft,2019,123332,0,1.0,Trials Rising,555,424,0.5585,47,137,"1,760"
643590,27,0.009067,20.99,WISECAT,2017,7038,0,0.0,Everyday Golf VR,20,14,0.5579999999999999,,,
647960,12,0.000789,4.99,Corroding Games,2017,3964,0,1.0,Rusted Warfare - RTS,629,27,0.8937999999999999,27,40,86
661790,10,0.0,7.59,Andrii Vintsevych,2018,3978,0,1.0,Witch Hunt,804,102,0.8375,3,12,96
661940,13,0.00095,4.99,Powerhoof,2018,1746,0,0.0,Regular Human Basketball,115,7,0.8387,,,
663370,13,0.00095,2.99,Ploosh GmbH,2017,4726,0,0.0,The Zwuggels - Beach Holidays,35,1,0.813,,,
663390,64,0.000789,4.99,LAN - GAMES LTD,2017,1770,0,1.0,Rento Fortune - Multiplayer Board Game,709,675,0.5109,123,384,"3,485"
668430,13,0.00203,19.99,VertexBreakers,2018,198913,0,0.0,V-Racer Hoverbike,120,13,0.8101999999999999,3,7,12
668840,27,0.008868000000000001,10.39,Mercury Aerospace Industries,2018,4345,0,0.0,Dead Moon - Revenge on Phobos,7,7,0.5,,,
670290,35,0.010423,0.0,ThankGame.com,2017,17927,0,0.0,Real Pool 3D - Poolians,821,272,0.7206,40,92,491
679990,27,0.006343,0.0,Future Games Select,2017,4667,6,0.0,Half-Life: C.A.G.E.D.,"1,646",153,0.8715,5,8,275
691630,27,0.011334,7.99,Satur Entertainment,2017,1755,0,0.0,STELLATUM,92,41,0.6478,,,
693960,51,0.000789,14.99,Horus Games,2019,198913,0,0.0,Just Ride,65,25,0.6651,4,7,23
711540,13,0.0012050000000000001,0.0,0,2019,123332,0,0.0,,,,,,,
718590,2,0.0,19.99,The Arcade Crew,2019,4604,0,1.0,Dark Devotion,524,152,0.7365,18,59,512
719720,34,0.000789,0.0,upjers,2018,1681,0,0.0,League of Pirates,23,25,0.48560000000000003,,,
726590,35,0.0020039999999999997,29.99,2K,2018,1746,0,0.0,NBA 2K Playgrounds 2,231,97,0.6686,19,53,235
744900,27,0.01055,0.0,Creaky Corpse Ltd,2019,4345,0,0.0,Dead Frontier 2,"4,897","2,349",0.6637000000000001,44,84,"10,101"
744900,27,0.01055,0.0,Creaky Corpse Ltd,2019,3978,0,0.0,Dead Frontier 2,"4,897","2,349",0.6637000000000001,44,84,"10,101"
747250,9,0.0034770000000000005,0.0,Chuck Wilson,2012,4667,6,0.0,Half-Life 2: Year Long Alarm,364,27,0.8595,,,
755500,13,0.00095,59.99,BANDAI NAMCO Entertainment,2019,1681,0,1.0,ONE PIECE World Seeker,295,196,0.5852,49,54,"1,233"
760630,13,0.0029760000000000003,29.99,Mana Games,2019,5914,0,0.0,Tennis Elbow Manager 2,32,2,0.7898999999999999,25,71,90
774171,61,0.000789,2.99,X.D. Network Inc.,2019,4726,0,1.0,Muse Dash,"5,444",96,0.9466,629,"1,013","2,853"
779430,13,0.0011539999999999999,24.99,Whippering,2018,5914,0,0.0,Full Ace Tennis Simulator,98,16,0.7734000000000001,1,16,52
802320,13,0.00095,14.99,Appnori Inc.,2018,5914,0,0.0,Tennis Kings VR,1,2,0.44310000000000005,,,
812140,35,0.0035619999999999996,59.99,Ubisoft,2018,4667,2,1.0,Assassin's Creed Odyssey,"27,458","5,034",0.8299,"8,113","14,139","62,069"
812440,13,0.019365,0.0,0,2019,4667,6,0.0,,,,,,,
814380,13,0.015588999999999999,59.99,Activision (Excluding Japan and Asia),2019,4667,0,1.0,Sekiro™: Shadows Die Twice,"30,500","3,422",0.8819,"2,962","5,004","125,315"
819080,13,0.0010689999999999999,4.99,Burning Asphalt Group,2018,123332,0,0.0,Moto Racing 3D,0,3,0.32939999999999997,,,
819630,35,0.000915,9.99,Namo Gamo,2018,1746,0,0.0,Basketball Classics,38,3,0.7883,,,
831250,13,0.001282,2.99,Gamesandapps,2018,17927,0,0.0,Maxi Pool Masters VR,7,2,0.6389,,,
834910,5,0.000789,29.99,Grapeshot Games,2018,1681,0,0.0,ATLAS,"9,458","16,907",0.3653,"1,616","3,666","58,939"
838390,13,0.016544999999999997,0.5,Anatoliy Loginovskikh,2018,4667,0,0.0,Merry Glade,114,2,0.8676,,,
841370,13,0.002721,59.99,2K,2018,1746,0,0.0,NBA 2K19,"5,606","10,344",0.35950000000000004,"15,553","25,633","29,202"
851940,50,0.000789,5.99,dev4play,2018,198913,0,0.0,Dirt Bike Insanity,3,5,0.4395,,,
858210,10,0.0,12.74,Pixeljam,2019,1755,0,0.0,Nova Drift,537,4,0.9186,34,65,251
865090,28,0.000789,0.59,Oppai Reveal Studios,2018,5611,0,1.0,AHEGAL,539,68,0.8316,1,4,149
865090,28,0.000789,0.59,Oppai Reveal Studios,2018,5611,0,1.0,AHEGAL,539,68,0.8316,1,4,149
877180,37,0.000789,0.99,Right Games,2018,4726,0,0.0,Candy,3,0,0.6706,,,
880470,27,0.006520000000000001,24.99,Umix Studios,2018,1746,0,0.0,Pro Basketball Manager 2019,17,13,0.5429999999999999,1,8,24
883710,9,0.004824,59.99,"CAPCOM Co., Ltd.",2019,3978,7,1.0,RESIDENT EVIL 2 / BIOHAZARD RE:2,"29,040","1,167",0.9407,802,"1,232","74,227"
890970,10,0.0,2.99,Breaking Dimensions,2018,3978,0,0.0,Oakwood,72,18,0.7228,,,
894940,55,0.000789,14.99,SmashGames,2019,3964,0,0.0,Littlewood,333,8,0.8943000000000001,38,92,387
906870,13,0.0009199999999999999,0.0,Demibug,2019,6815,0,0.0,FurryFury,3,0,0.6706,23,23,23
911400,35,0.011295,39.99,Ubisoft Entertainment,2019,4667,2,1.0,Assassin's Creed III Remastered,642,"1,224",0.3602,116,184,"3,561"
948630,9,0.001812,0.59,LeonWaan Games,2018,5611,0,1.0,Hentai MineSweeper,504,84,0.8048000000000001,7,13,54
951740,9,0.0016489999999999999,6.99,PolyGryph Studios,2018,7038,0,0.0,Nice Shot! The Gun Golfing Game,32,3,0.7734000000000001,,,
958260,23,0.000789,0.0,"KOEI TECMO GAMES CO., LTD.",2019,5611,0,0.0,DEAD OR ALIVE Xtreme Venus Vacation,"2,126",995,0.6651,"1,253","2,358","7,352"
961440,9,0.004298,0.0,"CAPCOM Co., Ltd.",2019,3978,7,0.0,,,,,,,
967050,35,0.006515000000000001,4.99,SKH Apps,2019,3978,0,1.0,Pacify,"2,585",341,0.8488,44,143,455
1049660,58,0.000789,0.0,pg5-Studio,2019,3964,0,0.0,stein.world,131,96,0.5621,3,19,270
1054580,13,0.002538,0.0,XiMiGua,2019,4726,0,0.0,,,,,,,
1057720,35,0.015458000000000001,0.0,Breda University of Applied Sciences,2019,3978,0,0.0,Shattered Lights,95,6,0.8311,,,
1070040,27,0.00595,3.99,LeonWaan Games,2019,5611,0,0.0,,,,,,,
1072610,13,0.0013109999999999999,14.99,FistikTech,2019,4726,0,0.0,,,,,,,
1079420,9,0.001158,9.99,Kimble Games,2019,198913,0,0.0,Wheelie King VR,1,2,0.44310000000000005,,,
1089350,35,0.004745,59.99,0,2019,1746,0,0.0,,,,,,,
1096010,44,0.000789,0.99,LeonWaan Games,2019,5611,0,0.0,Hentai Sudoku,25,11,0.6289,,,
